name,psnr,ssim,level
58,19.366343921473923,0.770912284646622,3
59,16.480680920265993,0.6359653864670384,3
60,20.271875870032147,0.8054305634491701,3
61,22.392129819927224,0.750337294612986,2
62,24.78711777453792,0.8805754803873103,2
63,20.009095785432166,0.7764364766968331,3
64,21.203836852621215,0.811526928910747,3
65,23.865164992908294,0.871941521449342,2
66,22.492826104649843,0.7678221563310454,2
67,19.65024227555583,0.6876894966746703,3
68,19.105312266183677,0.7753233524104819,3
69,22.3961184205832,0.716788165211999,2
70,23.985309712075914,0.7329823713669255,2
71,21.118528672856392,0.7406862875846972,3
72,18.606012443808872,0.715609125263604,3
73,22.887313240679998,0.835599700262981,2
74,24.279530993021467,0.7416762362224283,2
75,20.173590264746892,0.7647153401128852,3
76,19.85398226731454,0.7815496898113228,3
77,21.7999254359126,0.8139971539465598,3
78,21.47891477789509,0.7751549391866979,3
79,22.46252657024467,0.6813826255829822,2
80,17.654933202857706,0.7254635687225176,3
81,20.253000104089523,0.8177154630557933,3
82,22.58845759080142,0.8193462808302675,2
83,21.58389953959261,0.5566696632477135,3
84,21.800289197275138,0.7221548174422837,3
85,21.646341494952516,0.7655345608562006,3
86,21.787281143600783,0.7912251040342594,3
87,27.68237064974786,0.8864729006209762,1
88,20.874270742303686,0.7468570079180405,3
89,22.502783521429585,0.760536683651246,2
90,23.610356107389848,0.8451379781602721,2
91,24.10312730539279,0.8402204857876782,2
92,22.454534793122846,0.8424768321718177,2
93,22.789777884841783,0.7869556643853607,2
94,26.089432891942515,0.8685856937455586,1
95,21.639498007002373,0.7827437010409468,3
96,19.56342837581992,0.7909346660983505,3
97,23.90973412043077,0.8768990482394966,2
98,23.222199815038465,0.7315502152879856,2
99,24.274946767028872,0.8989829234496614,2
100,21.434733886202476,0.8312660922477781,3
101,23.031762962015456,0.7708400875874825,2
102,20.766141328256214,0.7287297078558246,3
103,24.833825086978617,0.8663223669477416,2
104,20.62766810162752,0.7133825212642902,3
105,19.472919670472002,0.7493862495537171,3
106,19.95211774766204,0.7254245157356108,3
107,20.01473739946821,0.7379724066629613,3
108,24.356503882984832,0.8414612261305131,2
109,19.50903929077638,0.7584202843712823,3
110,31.55475425131324,0.8653377631232256,0
111,21.210621868826443,0.7198659046460442,3
112,21.420533540857527,0.7466192067859766,3
113,33.564182421251886,0.9239674408264541,0
114,20.875200967007828,0.7426460149844643,3
115,26.156714145408095,0.8443816505239701,1
116,20.842934068391443,0.7903109963195172,3
117,21.516068940090904,0.7728301238556157,3
118,21.397850123059953,0.8566730354560582,3
119,19.600127307040463,0.7771830642359194,3
120,22.87047779492033,0.8389175789373589,2
121,21.601320541329248,0.8776412747883285,3
122,16.801948644123886,0.679503948183535,3
123,16.477581364057354,0.676157390754968,3
124,21.769042682146544,0.8324445896495085,3
125,22.309020653608496,0.8006422301539734,2
126,21.30167377715101,0.7648561005479008,3
